collection_id,application_id,collection_agent,collection_date,outstanding_amount,collection_status,collection_mode,promise_to_pay_date,settlement_amount,settlement_status,follow_up_count,last_follow_up_date,remarks
COL10147,APP11012,Apex Recovery Agency,2024-06-08,82949.08,Promise to Pay,Tele-calling,2024-06-17,,Pending,4,2024-06-04,Borrower promised to pay ₹82949.08 by 2024-06-17.
COL10148,APP11029,Apex Recovery Agency,2025-08-15,16334.71,Settled,Legal Notice,2025-08-04,13823.82,Waived Off,3,2025-08-13,Loan settled at ₹13823.82 under Waived Off arrangement.
COL10149,APP10229,Suresh Kumar (Field Specialist),2025-08-21,43434.98,Contacted,Legal Notice,,,Pending,1,2025-08-14,Customer contacted via Legal Notice. Payment request sent.
COL10150,APP10350,Prudence Resolution Services,2025-08-02,66018.69,Unreachable,WhatsApp Bot,,,Pending,5,2025-08-01,Borrower unreachable on registered phone number. Escalated to field team.
COL10151,APP10316,Rajesh Sharma (Internal),2025-06-06,67950.6,Promise to Pay,Legal Notice,2025-06-12,,Pending,2,2025-05-31,Borrower promised to pay ₹67950.6 by 2025-06-12.
COL10152,APP11267,Vanguard Legal & Recovery Services,2025-04-14,74083.07,Unreachable,WhatsApp Bot,,,Pending,12,2025-04-09,Borrower unreachable on registered phone number. Escalated to field team.
COL10153,APP12764,Prudence Resolution Services,2025-11-05,39391.63,Contacted,Field Visit,,,Pending,4,2025-10-31,Customer contacted via Field Visit. Payment request sent.
COL10154,APP12544,Vikramaditya Singh (Internal),2024-11-04,26182.47,Contacted,Field Visit,,,Pending,11,2024-11-03,Customer contacted via Field Visit. Payment request sent.
COL10155,APP10180,Zenith Financial Recovery,2025-12-31,31259.56,Legal Action Initiated,Digital Reminder,,,Rejected,11,2025-12-21,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10156,APP11847,Prudence Resolution Services,2025-04-07,6893.16,Unreachable,Field Visit,,,Pending,5,2025-03-29,Borrower unreachable on registered phone number. Escalated to field team.
COL10157,APP10449,Prudence Resolution Services,2024-07-29,14991.24,Contacted,WhatsApp Bot,,,Pending,6,2024-07-25,Customer contacted via WhatsApp Bot. Payment request sent.
COL10158,APP12748,Anita Roy (Internal),2025-12-20,122623.08,Legal Action Initiated,WhatsApp Bot,,,Rejected,12,2025-12-20,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10159,APP11738,Meenakshi Sundaram (Legal Agent),2024-08-03,28608.61,Settled,Field Visit,2024-07-24,18009.55,Waived Off,8,2024-08-02,Loan settled at ₹18009.55 under Waived Off arrangement.
COL10160,APP12541,Rajesh Sharma (Internal),2025-11-18,304758.21,Repossession Pending,Field Visit,,,Pending,10,2025-11-16,Asset recovery team assigned for asset repossession proceedings.
COL10161,APP12852,Prudence Resolution Services,2024-07-24,14002.03,Unreachable,Legal Notice,,,Pending,11,2024-07-14,Borrower unreachable on registered phone number. Escalated to field team.
COL10162,APP12511,Anita Roy (Internal),2025-02-14,40760.12,Contacted,Legal Notice,,,Pending,12,2025-02-04,Customer contacted via Legal Notice. Payment request sent.
COL10163,APP10547,Prudence Resolution Services,2025-04-14,19067.29,Legal Action Initiated,Tele-calling,,,Rejected,11,2025-04-04,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10164,APP11457,Vikramaditya Singh (Internal),2025-06-21,43419.95,Repossession Pending,WhatsApp Bot,,,Pending,11,2025-06-16,Asset recovery team assigned for asset repossession proceedings.
COL10165,APP10484,Suresh Kumar (Field Specialist),2024-06-19,40024.54,Repossession Pending,Tele-calling,,,Pending,6,2024-06-15,Asset recovery team assigned for asset repossession proceedings.
COL10166,APP11937,Priya Deshmukh (Internal),2024-11-06,75590.96,Unreachable,Legal Notice,,,Pending,2,2024-11-02,Borrower unreachable on registered phone number. Escalated to field team.
COL10167,APP11930,Suresh Kumar (Field Specialist),2025-05-11,128282.17,Repossession Pending,WhatsApp Bot,,,Pending,10,2025-05-09,Asset recovery team assigned for asset repossession proceedings.
COL10168,APP10662,Vikramaditya Singh (Internal),2024-11-17,23912.27,Promise to Pay,Field Visit,2024-11-21,,Pending,12,2024-11-10,Borrower promised to pay ₹23912.27 by 2024-11-21.
COL10169,APP12500,Prudence Resolution Services,2025-09-03,31679.26,Unreachable,Field Visit,,,Pending,4,2025-08-26,Borrower unreachable on registered phone number. Escalated to field team.
COL10170,APP10096,Apex Recovery Agency,2025-08-26,14168.9,Promise to Pay,Digital Reminder,2025-09-10,,Pending,8,2025-08-22,Borrower promised to pay ₹14168.9 by 2025-09-10.
COL10171,APP10174,Suresh Kumar (Field Specialist),2024-10-20,173460.47,Promise to Pay,Digital Reminder,2024-11-07,,Pending,5,2024-10-20,Borrower promised to pay ₹173460.47 by 2024-11-07.
COL10172,APP12746,Suresh Kumar (Field Specialist),2025-03-19,663208.45,Repossession Pending,Tele-calling,,,Pending,2,2025-03-17,Asset recovery team assigned for asset repossession proceedings.
COL10173,APP11987,Zenith Financial Recovery,2025-01-14,44250.62,Promise to Pay,WhatsApp Bot,2025-01-17,,Pending,8,2025-01-09,Borrower promised to pay ₹44250.62 by 2025-01-17.
COL10174,APP10373,Rajesh Sharma (Internal),2024-08-23,19319.16,Legal Action Initiated,Digital Reminder,,,Rejected,6,2024-08-20,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10175,APP12803,Prudence Resolution Services,2024-10-19,30804.99,Repossession Pending,Tele-calling,,,Pending,1,2024-10-15,Asset recovery team assigned for asset repossession proceedings.
COL10176,APP11437,Vikramaditya Singh (Internal),2024-06-20,174743.71,Unreachable,Digital Reminder,,,Pending,5,2024-06-17,Borrower unreachable on registered phone number. Escalated to field team.
COL10177,APP10665,Suresh Kumar (Field Specialist),2025-01-30,118403.6,Legal Action Initiated,WhatsApp Bot,,,Rejected,5,2025-01-29,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10178,APP10552,Priya Deshmukh (Internal),2024-09-22,208256.44,Repossession Pending,Digital Reminder,,,Pending,8,2024-09-13,Asset recovery team assigned for asset repossession proceedings.
COL10179,APP12922,Rajesh Sharma (Internal),2025-08-14,37459.98,Legal Action Initiated,WhatsApp Bot,,,Rejected,1,2025-08-05,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10180,APP10213,Priya Deshmukh (Internal),2025-11-19,42392.95,Unreachable,WhatsApp Bot,,,Pending,6,2025-11-18,Borrower unreachable on registered phone number. Escalated to field team.
COL10181,APP10439,Suresh Kumar (Field Specialist),2025-09-25,190137.62,Legal Action Initiated,WhatsApp Bot,,,Rejected,1,2025-09-15,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10182,APP11098,Prudence Resolution Services,2025-05-20,27492.73,Repossession Pending,Legal Notice,,,Pending,4,2025-05-10,Asset recovery team assigned for asset repossession proceedings.
COL10183,APP11931,Meenakshi Sundaram (Legal Agent),2024-11-27,13457.86,Promise to Pay,Legal Notice,2024-12-15,,Pending,11,2024-11-20,Borrower promised to pay ₹13457.86 by 2024-12-15.
COL10184,APP12491,Vikramaditya Singh (Internal),2025-03-28,20319.73,Repossession Pending,Tele-calling,,,Pending,4,2025-03-28,Asset recovery team assigned for asset repossession proceedings.
COL10185,APP12254,Rajesh Sharma (Internal),2025-12-09,92846.56,Settled,Legal Notice,2025-12-04,61918.09,Waived Off,8,2025-12-05,Loan settled at ₹61918.09 under Waived Off arrangement.
COL10186,APP12436,Rajesh Sharma (Internal),2025-07-15,12923.86,Settled,Legal Notice,2025-07-04,12158.81,Partial Settlement,12,2025-07-08,Loan settled at ₹12158.81 under Partial Settlement arrangement.
COL10187,APP12848,Zenith Financial Recovery,2025-08-09,30257.71,Legal Action Initiated,Legal Notice,,,Rejected,2,2025-08-03,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10188,APP11937,Suresh Kumar (Field Specialist),2025-03-30,62485.9,Settled,Legal Notice,2025-03-16,46810.73,Waived Off,5,2025-03-23,Loan settled at ₹46810.73 under Waived Off arrangement.
COL10189,APP12371,Prudence Resolution Services,2025-08-20,148354.84,Contacted,Digital Reminder,,,Pending,5,2025-08-10,Customer contacted via Digital Reminder. Payment request sent.
COL10190,APP10542,Anita Roy (Internal),2024-11-11,30252.78,Settled,Digital Reminder,2024-10-28,26424.57,Waived Off,1,2024-11-09,Loan settled at ₹26424.57 under Waived Off arrangement.
COL10191,APP10419,Vikramaditya Singh (Internal),2025-06-28,95692.31,Promise to Pay,Tele-calling,2025-07-05,,Pending,10,2025-06-28,Borrower promised to pay ₹95692.31 by 2025-07-05.
COL10192,APP11738,Prudence Resolution Services,2025-11-25,33177.29,Unreachable,Legal Notice,,,Pending,6,2025-11-19,Borrower unreachable on registered phone number. Escalated to field team.
COL10193,APP10535,Apex Recovery Agency,2025-11-13,15317.52,Contacted,Field Visit,,,Pending,7,2025-11-05,Customer contacted via Field Visit. Payment request sent.
COL10194,APP10030,Apex Recovery Agency,2025-03-20,88786.98,Repossession Pending,Legal Notice,,,Pending,12,2025-03-13,Asset recovery team assigned for asset repossession proceedings.
COL10195,APP10722,Anita Roy (Internal),2025-08-30,26683.67,Contacted,Field Visit,,,Pending,2,2025-08-20,Customer contacted via Field Visit. Payment request sent.
COL10196,APP11440,Prudence Resolution Services,2024-11-09,15863.79,Legal Action Initiated,Tele-calling,,,Rejected,12,2024-10-30,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10197,APP12802,Prudence Resolution Services,2024-10-21,10965.67,Promise to Pay,WhatsApp Bot,2024-10-24,,Pending,4,2024-10-14,Borrower promised to pay ₹10965.67 by 2024-10-24.
COL10198,APP12481,Suresh Kumar (Field Specialist),2024-10-11,237701.8,Settled,WhatsApp Bot,2024-10-05,175746.25,Partial Settlement,10,2024-10-10,Loan settled at ₹175746.25 under Partial Settlement arrangement.
COL10199,APP10391,Suresh Kumar (Field Specialist),2025-04-21,37130.63,Unreachable,Digital Reminder,,,Pending,11,2025-04-20,Borrower unreachable on registered phone number. Escalated to field team.
COL10200,APP11738,Zenith Financial Recovery,2025-12-17,15925.11,Settled,WhatsApp Bot,2025-12-10,11966.39,Full Settlement,11,2025-12-08,Loan settled at ₹11966.39 under Full Settlement arrangement.
COL10201,APP12770,Anita Roy (Internal),2025-01-17,63709.09,Promise to Pay,WhatsApp Bot,2025-01-29,,Pending,6,2025-01-09,Borrower promised to pay ₹63709.09 by 2025-01-29.
COL10202,APP12987,Apex Recovery Agency,2025-04-07,23025.55,Repossession Pending,Field Visit,,,Pending,10,2025-03-30,Asset recovery team assigned for asset repossession proceedings.
COL10203,APP12871,Suresh Kumar (Field Specialist),2025-05-12,59741.47,Legal Action Initiated,Field Visit,,,Rejected,10,2025-05-12,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10204,APP11200,Anita Roy (Internal),2025-01-02,64833.03,Repossession Pending,Tele-calling,,,Pending,10,2024-12-27,Asset recovery team assigned for asset repossession proceedings.
COL10205,APP11185,Zenith Financial Recovery,2025-02-06,18283.16,Settled,WhatsApp Bot,2025-01-28,11436.86,Partial Settlement,11,2025-01-31,Loan settled at ₹11436.86 under Partial Settlement arrangement.
COL10206,APP11564,Vikramaditya Singh (Internal),2024-10-26,37589.7,Unreachable,Digital Reminder,,,Pending,6,2024-10-21,Borrower unreachable on registered phone number. Escalated to field team.
COL10207,APP10442,Vanguard Legal & Recovery Services,2025-02-03,33314.83,Settled,Field Visit,2025-01-25,22879.68,Partial Settlement,8,2025-02-02,Loan settled at ₹22879.68 under Partial Settlement arrangement.
COL10208,APP11711,Rajesh Sharma (Internal),2024-11-11,41913.08,Unreachable,Legal Notice,,,Pending,6,2024-11-02,Borrower unreachable on registered phone number. Escalated to field team.
COL10209,APP10262,Priya Deshmukh (Internal),2025-04-12,71095.2,Unreachable,Field Visit,,,Pending,8,2025-04-12,Borrower unreachable on registered phone number. Escalated to field team.
COL10210,APP12222,Vanguard Legal & Recovery Services,2025-05-28,23408.26,Unreachable,WhatsApp Bot,,,Pending,1,2025-05-28,Borrower unreachable on registered phone number. Escalated to field team.
COL10211,APP12492,Zenith Financial Recovery,2024-06-09,21076.7,Repossession Pending,WhatsApp Bot,,,Pending,2,2024-06-03,Asset recovery team assigned for asset repossession proceedings.
COL10212,APP11772,Apex Recovery Agency,2026-01-05,7306.66,Unreachable,Legal Notice,,,Pending,9,2026-01-02,Borrower unreachable on registered phone number. Escalated to field team.
COL10213,APP12202,Suresh Kumar (Field Specialist),2025-12-16,28798.12,Contacted,Legal Notice,,,Pending,5,2025-12-07,Customer contacted via Legal Notice. Payment request sent.
COL10214,APP11243,Vikramaditya Singh (Internal),2025-12-24,21398.29,Unreachable,Tele-calling,,,Pending,6,2025-12-22,Borrower unreachable on registered phone number. Escalated to field team.
COL10215,APP12308,Meenakshi Sundaram (Legal Agent),2024-10-19,26354.22,Unreachable,WhatsApp Bot,,,Pending,12,2024-10-14,Borrower unreachable on registered phone number. Escalated to field team.
COL10216,APP11960,Suresh Kumar (Field Specialist),2025-05-02,32351.83,Promise to Pay,Digital Reminder,2025-05-10,,Pending,10,2025-04-27,Borrower promised to pay ₹32351.83 by 2025-05-10.
COL10217,APP10704,Meenakshi Sundaram (Legal Agent),2025-11-28,60864.11,Legal Action Initiated,Legal Notice,,,Rejected,8,2025-11-19,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10218,APP12265,Zenith Financial Recovery,2025-08-01,100159.31,Settled,Tele-calling,2025-07-17,81020.71,Full Settlement,10,2025-07-28,Loan settled at ₹81020.71 under Full Settlement arrangement.
COL10219,APP10536,Meenakshi Sundaram (Legal Agent),2024-11-22,109839.56,Promise to Pay,WhatsApp Bot,2024-12-07,,Pending,9,2024-11-12,Borrower promised to pay ₹109839.56 by 2024-12-07.
COL10220,APP12060,Priya Deshmukh (Internal),2024-06-20,19116.29,Legal Action Initiated,Tele-calling,,,Rejected,8,2024-06-15,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10221,APP11576,Vikramaditya Singh (Internal),2025-09-26,103135.52,Repossession Pending,Digital Reminder,,,Pending,12,2025-09-26,Asset recovery team assigned for asset repossession proceedings.
COL10222,APP10692,Suresh Kumar (Field Specialist),2025-11-21,13858.64,Legal Action Initiated,Field Visit,,,Rejected,7,2025-11-16,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10223,APP11862,Zenith Financial Recovery,2025-02-26,36222.19,Settled,WhatsApp Bot,2025-02-18,25270.49,Full Settlement,10,2025-02-19,Loan settled at ₹25270.49 under Full Settlement arrangement.
COL10224,APP12576,Priya Deshmukh (Internal),2025-10-14,25435.88,Settled,Legal Notice,2025-10-04,23573.85,Waived Off,6,2025-10-07,Loan settled at ₹23573.85 under Waived Off arrangement.
COL10225,APP10820,Apex Recovery Agency,2025-07-10,78418.81,Legal Action Initiated,Tele-calling,,,Rejected,6,2025-07-08,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10226,APP12032,Rajesh Sharma (Internal),2025-02-18,42692.02,Repossession Pending,Legal Notice,,,Pending,12,2025-02-11,Asset recovery team assigned for asset repossession proceedings.
COL10227,APP12130,Priya Deshmukh (Internal),2024-10-19,17395.3,Settled,WhatsApp Bot,2024-10-05,11913.35,Full Settlement,2,2024-10-10,Loan settled at ₹11913.35 under Full Settlement arrangement.
COL10228,APP12968,Priya Deshmukh (Internal),2025-09-27,19937.42,Contacted,Field Visit,,,Pending,2,2025-09-17,Customer contacted via Field Visit. Payment request sent.
COL10229,APP11029,Rajesh Sharma (Internal),2025-10-01,26014.27,Promise to Pay,WhatsApp Bot,2025-10-10,,Pending,8,2025-09-21,Borrower promised to pay ₹26014.27 by 2025-10-10.
COL10230,APP12077,Prudence Resolution Services,2026-01-09,23662.93,Repossession Pending,Legal Notice,,,Pending,4,2026-01-01,Asset recovery team assigned for asset repossession proceedings.
COL10231,APP12131,Vikramaditya Singh (Internal),2025-07-12,31324.11,Promise to Pay,Digital Reminder,2025-07-24,,Pending,8,2025-07-10,Borrower promised to pay ₹31324.11 by 2025-07-24.
COL10232,APP12131,Rajesh Sharma (Internal),2025-05-10,25260.51,Legal Action Initiated,Legal Notice,,,Rejected,5,2025-05-03,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10233,APP11324,Suresh Kumar (Field Specialist),2024-12-15,123712.32,Promise to Pay,Digital Reminder,2024-12-23,,Pending,2,2024-12-10,Borrower promised to pay ₹123712.32 by 2024-12-23.
COL10234,APP10860,Apex Recovery Agency,2026-01-03,75976.7,Contacted,Field Visit,,,Pending,11,2025-12-31,Customer contacted via Field Visit. Payment request sent.
COL10235,APP11879,Meenakshi Sundaram (Legal Agent),2024-09-06,63313.89,Unreachable,Digital Reminder,,,Pending,3,2024-09-04,Borrower unreachable on registered phone number. Escalated to field team.
COL10236,APP12393,Prudence Resolution Services,2025-03-01,35087.6,Contacted,Field Visit,,,Pending,6,2025-02-25,Customer contacted via Field Visit. Payment request sent.
COL10237,APP11028,Apex Recovery Agency,2025-09-20,121210.2,Repossession Pending,Legal Notice,,,Pending,5,2025-09-18,Asset recovery team assigned for asset repossession proceedings.
COL10238,APP10328,Suresh Kumar (Field Specialist),2025-03-30,10595.61,Repossession Pending,Legal Notice,,,Pending,6,2025-03-21,Asset recovery team assigned for asset repossession proceedings.
